1 qid:2 1:0.638408 2:0.740163
2 qid:2 1:0.691293 2:0.815003
3 qid:2 1:0.666708 2:0.459027
4 qid:2 1:0.667972 2:0.23471
5 qid:2 1:0.403511 2:0.295828
1 qid:3 1:0.689471 2:0.747198
2 qid:3 1:0.685727 2:0.832482
3 qid:3 1:0.715682 2:0.445404
4 qid:3 1:0.668509 2:0.225588
5 qid:3 1:0.426119 2:0.306513
1 qid:4 1:0.685928 2:0.755019
2 qid:4 1:0.652589 2:0.802151
3 qid:4 1:0.657501 2:0.447778
4 qid:4 1:0.426608 2:0.454004
5 qid:4 1:0.411758 2:0.277222
6 qid:4 1:0.337926 2:0.147384
