0 qid:22 1:0 2:0.770469 3:0.369637 4:0.3502 5:0.3184 6:3.07198 7:8.92715 8:11.5884 9:11.1715 10:-22.6647 11:-15.7351 12:-22.7469
51 qid:22 1:0.0521433 2:0.207609 3:0.141787 4:0.4711 5:0.4163 6:3.18737 7:9.37664 8:12.0515 9:14.5827 10:-27.9368 11:-19.2812 12:-28.3023
0 qid:23 1:0.014428 2:0.739779 3:0.666467 4:0.473 5:0.3722 6:3.14591 7:7.82031 8:10.1433 9:12.5945 10:-24.0231 11:-16.5335 12:-24.273
44 qid:23 1:0.0477567 2:0.390913 3:0.135721 4:0.4623 5:0.4471 6:3.18747 7:9.05147 8:11.9619 9:14.0892 10:-27.7673 11:-19.3561 12:-27.1259
0 qid:24 1:0.0179508 2:0.757045 3:0.699546 4:0.4757 5:0.3749 6:3.14607 7:7.96991 8:10.1418 9:12.9983 10:-24.7869 11:-17.073 12:-24.6672
43 qid:24 1:0.0469741 2:0.218092 3:0.135298 4:0.439 5:0.417 6:3.18896 7:8.63119 8:11.3443 9:13.9359 10:-26.7427 11:-18.7231 12:-26.7113
0 qid:25 1:0.0168303 2:0.774165 3:0.720441 4:0.4718 5:0.373 6:3.14589 7:7.95088 8:10.1315 9:12.9594 10:-24.6514 11:-16.9892 12:-24.6594
41 qid:25 1:0.0278209 2:0.409841 3:0.140241 4:0.4562 5:0.4104 6:3.17795 7:8.49734 8:10.8077 9:12.8451 10:-24.7177 11:-17.3529 12:-25.0302
0 qid:26 1:0.0186194 2:0.763046 3:0.641797 4:0.476 5:0.3772 6:3.14055 7:7.5353 8:10.1674 9:12.1468 10:-23.3366 11:-15.9235 12:-23.7316
33 qid:26 1:0.0314149 2:0.339929 3:0.134068 4:0.4402 5:0.3966 6:3.18268 7:8.63275 8:13.3181 9:12.6881 10:-25.7428 11:-17.0072 12:-26.0287
0 qid:27 1:0.0209627 2:0.752756 3:0.691824 4:0.4746 5:0.374 6:3.14676 7:7.92631 8:10.1387 9:12.9416 10:-24.5204 11:-16.9197 12:-24.876
40 qid:27 1:0.189468 2:0.371262 3:0.197764 4:0.3635 5:0.3239 6:3.1034 7:8.01128 8:9.70024 9:11.8097 10:-22.6786 11:-15.8192 12:-22.7593
0 qid:28 1:0.0216014 2:0.77289 3:0.710328 4:0.4708 5:0.378 6:3.14644 7:7.93839 8:10.1514 9:12.9823 10:-24.7101 11:-17.0105 12:-24.6897
43 qid:28 1:0.175647 2:0.348872 3:0.191225 4:0.3466 5:0.3172 6:3.09275 7:8.32228 8:9.66696 9:11.6502 10:-22.3586 11:-16.6673 12:-22.6527
0 qid:29 1:0.0231234 2:0.750211 3:0.689614 4:0.467 5:0.3746 6:3.14676 7:7.95403 8:10.1163 9:12.9303 10:-24.4919 11:-16.9251 12:-24.8487
36 qid:29 1:0.045939 2:0.223994 3:0.219645 4:0.4701 5:0.4497 6:3.182 7:10.3612 8:11.7181 9:12.9818 10:-25.4107 11:-18.2104 12:-25.5899
0 qid:30 1:0.0170313 2:0.756119 3:0.69855 4:0.4684 5:0.375 6:3.14573 7:7.93879 8:10.142 9:12.9219 10:-24.8119 11:-17.0233 12:-24.5002
32 qid:30 1:0.0304101 2:0.420856 3:0.204362 4:0.4537 5:0.4413 6:3.19351 7:9.34505 8:11.3835 9:13.2129 10:-26.0333 11:-19.2536 12:-25.5316
0 qid:31 1:0.0188284 2:0.675783 3:0.637571 4:0.4653 5:0.3547 6:3.14505 7:7.9592 8:10.0133 9:12.6619 10:-24.1517 11:-16.7879 12:-24.1482
27 qid:31 1:0.043262 2:0.400232 3:0.121418 4:0.4595 5:0.4369 6:3.19287 7:9.13106 8:12.1416 9:13.4844 10:-26.3074 11:-18.4939 12:-26.9716
0 qid:32 1:0.0147517 2:0.694417 3:0.652728 4:0.4623 5:0.3671 6:3.1486 7:8.10819 8:10.0823 9:13.0473 10:-24.6867 11:-17.4998 12:-24.8804
26 qid:32 1:0.0577319 2:0.254807 3:0.168524 4:0.4139 5:0.3343 6:3.17306 7:8.03833 8:11.481 9:12.0442 10:-23.8068 11:-16.4814 12:-25.9698
0 qid:33 1:0.0132723 2:0.693699 3:0.653636 4:0.4696 5:0.3698 6:3.14905 7:8.08004 8:10.1357 9:13.0082 10:-24.5866 11:-17.0552 12:-25.3471
41 qid:33 1:0.0618256 2:0.184047 3:0.129269 4:0.4569 5:0.4355 6:3.18953 7:9.65327 8:11.6175 9:14.5479 10:-28.2645 11:-19.3854 12:-27.6426
0 qid:34 1:0.0278929 2:0.724873 3:0.661709 4:0.4624 5:0.3678 6:3.14972 7:8.02458 8:10.0894 9:13.1801 10:-24.8802 11:-17.2408 12:-25.1077
22 qid:34 1:0.0510626 2:0.221676 3:0.219277 4:0.4063 5:0.3943 6:3.1638 7:8.49646 8:12.4238 9:11.591 10:-23.8319 11:-15.86 12:-23.6891
0 qid:35 1:0.0147459 2:0.697682 3:0.666895 4:0.4722 5:0.3698 6:3.14898 7:8.11337 8:10.097 9:13.0159 10:-24.6857 11:-17.5617 12:-24.7678
27 qid:35 1:0.058557 2:0.247346 3:0.245702 4:0.4378 5:0.4086 6:3.1628 7:8.27331 8:11.4168 9:12.0197 10:-23.8368 11:-17.38 12:-23.9562
